SPECIMEN_REFERENCE_DNA_NO,RECEIVED_SCALES,RECEIVED_DNA,RECEIVED_OTOLITH,READ_SCALES,READ_DNA,READ_OTOLITH,OTOLITH_LAB_NUMBER,SCALE_SUBMISSION_NUMBER,PROGRAM,BIOKEY,ID2,FISH_NO,AREA_NAME,REFERENCE_NO,YEAR,MONTH,COLLECTION_DATE,DAYOFYEAR,SAMPLE_TYPE,AREA,SUBAREA,FISHING_LOCATION,SAMPLER_NAME,SAMPLER_TYPE,SAMPLER_ID,LANDING_SITE,GUIDED,SPECIES,DISPOSITION,SIZE_CAT,ADIPOSE_FIN_CLIPPED,LENGTH_MM,MGMT_SIZE_3,MGMT_SIZE_2,SEX,RESOLVED_STOCK_ORIGIN,RESOLVED_STOCK_ROLLUP,RESOLVED_STOCK_SOURCE,HATCHERY_ORIGIN,RESOLVED_AGE,OTOLITH_BOX,OTOLITH_SPECIMEN,FACILITY,THERMALMARK,OTO_STOCK,OTOLITH_RESOLVED_RESULT,SCALE_BOOK,SCALE_NO,SCALE_SOURCE,SCALE_FORMAT,AGE_GR,PART_AGE_CODE,CWT_HEAD_LABEL,CWT_RESULT,CWT_REGION,CWT_BROOD_YEAR,DNA_CONTAINER_TYPE,PBT_BROOD_YEAR,PBT_SEX,RESOLVED_STOCK_REGION,DNA_RESULTS_STOCK_1,REGION_1_NAME,REGION_1_ROLLUP,PROB_1,DNA_STOCK_2,REGION_2_NAME,REGION_2_ROLLUP,PROB_2,DNA_STOCK_3,REGION_3_NAME,REGION_3_ROLLUP,PROB_3,DNA_STOCK_4,REGION_4_NAME,REGION_4_ROLLUP,PROB_4,DNA_STOCK_5,REGION_5_NAME,REGION_5_ROLLUP,PROB_5,PHOTO_NO,COMMENTS,Size Class
224439,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680151230808,TRUE,TRUE,,,2023,May,2023-05-17 00:00:00,137,Sport,19,19D,Constance Bank,Justin Wilson,Guide,103,Logbook,Y,124,Release Cond 1,N/A,Y,710,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031436,10,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.754359,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.1418942,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0782316,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0244384,SNOHOMISH_RIVER,Big Qualicum River,ECVI Fall,0.0008105,,,Legal
224440,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680151230909,TRUE,TRUE,,,2023,May,2023-05-17 00:00:00,137,Sport,19,19D,Constance Bank,Justin Wilson,Guide,103,Logbook,Y,124,Release Cond 2,N/A,Y,490,sub legal,sub legal,Unk,Robertson Creek,SWVI,DNA,Y,,,,,,,,1031441,1,SPORT FISHERY,,,,,,,,Whatman,2018,male,SWVI,ROBERTSON_CREEK,Robertson Creek,SWVI,1,,,,,,,,,,,,,,,,,,,Legal
224447,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710101,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,18,18A,Sansum Narrows,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 3,N/A,Y,425,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.987951,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0120407,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.000008,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000003,SNOHOMISH_RIVER,,,,,,Sub-Legal
224448,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710202,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,18,18A,Sansum Narrows,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 1,N/A,Y,470,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.812615,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.174675,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.010597,GREEN_RIVER,White River,Puget Sound,0.0017301,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0003772,,,Sub-Legal
224449,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710303,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 3,N/A,N,325,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999998,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000001,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0000001,LITTLE_QUALICUM_RIVER,,,,LITTLE_QUALICUM_RIVER,,,,,,Sub-Legal
224450,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710404,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 1,N/A,N,310,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9943291,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.0053975,CHEMAINUS_RIVER,Chemainus River,ECVI Fall,0.0002694,CHEMAINUS_RIVER,Big Qualicum River,ECVI Fall,0.0000029,CHEMAINUS_RIVER,Puntledge River,ECVI Fall,0.000001,,,Sub-Legal
224451,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710505,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 1,N/A,Y,310,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224452,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710606,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 1,N/A,N,335,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.776702,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.1911223,SKAGIT_RIVER,Skagit River,Puget Sound,0.0222939,SKAGIT_RIVER,Soos Creek Hatchery,Puget Sound,0.0097907,SKAGIT_RIVER,,,0.0000751,,,Sub-Legal
224453,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149710707,TRUE,TRUE,,,2023,June,2023-06-13 00:00:00,164,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 1,N/A,N,300,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999302,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0000618,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000079,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000001,QUALICUM_RIVER,,,,,,Sub-Legal
224454,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149840101,TRUE,TRUE,,,2023,June,2023-06-14 00:00:00,165,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 2,N/A,N,385,sub legal,sub legal,Unk,Robertson Creek,SWVI,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2018,male,SWVI,ROBERTSON_CREEK,Robertson Creek,SWVI,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224455,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149840202,TRUE,TRUE,,,2023,June,2023-06-14 00:00:00,165,Sport,18,18A,Sansum Narrows,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 3,N/A,Y,400,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224456,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149840303,TRUE,TRUE,,,2023,June,2023-06-14 00:00:00,165,Sport,19,19A,Wain Rock,Ryan Chamberland,Guide,150,Logbook,Y,124,Release Cond 1,N/A,N,315,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999875,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000074,PUNTLEDGE_RIVER_FALL,Puntledge River,ECVI Fall,0.0000025,PUNTLEDGE_RIVER_FALL,Nanaimo River,ECVI Fall,0.0000019,PUNTLEDGE_RIVER_FALL,Little Qualicum River,ECVI Fall,0.0000007,,,Sub-Legal
224481,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150080606,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 2,N/A,Y,440,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1041561,1,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9987104,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.001284,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000048,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000008,GREEN_RIVER-KENDAL,,,,,,Sub-Legal
224482,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150080707,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 3,N/A,Y,340,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,1041561,2,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9995722,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0003737,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.000042,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000118,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000002,,,Sub-Legal
224483,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150080808,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 2,N/A,N,520,sub legal,sub legal,Unk,,,,,,,,,,,,1041561,3,SPORT FISHERY,,,,,,,,Whatman,0,unknown (Insufficient amplification),No sample,NO SAMPLE,No sample,No sample,0,,,,,,,,,,,,,,,,,,,Sub-Legal
224484,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150080909,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 2,N/A,N,540,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,1041561,4,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.5655942,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.4343813,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0000226,SOOS_CREEK,Skagit River,Puget Sound,0.0000014,SOOS_CREEK,Nooksack River,Puget Sound,0.0000004,,,Sub-Legal
224485,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150081010,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 1,N/A,Y,340,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,1041561,5,SPORT FISHERY,,,,,,,,Whatman,2021,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224486,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150090101,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 2,N/A,Y,360,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1041561,6,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.5493593,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.4476507,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.002226,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0006978,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000661,,,Sub-Legal
224487,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150090202,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 1,N/A,Y,360,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,1041561,7,SPORT FISHERY,,,,,,,,Whatman,2021,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224488,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150090303,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 1,N/A,Y,460,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1041561,8,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.6605667,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.3156324,SKAGIT_RIVER,Skagit River,Puget Sound,0.0238008,SKAGIT_RIVER,,,,SKAGIT_RIVER,,,,,,Sub-Legal
224489,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150090404,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 1,N/A,Y,440,sub legal,sub legal,Unk,Robertson Creek,SWVI,DNA,Y,,,,,,,,1041561,9,SPORT FISHERY,,,,,,,,Whatman,2018,male,SWVI,ROBERTSON_CREEK,Robertson Creek,SWVI,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224490,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150090505,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18B,Arbutus I.,Dimitri Roussinidis,Guide,1494,Logbook,Y,124,Release Cond 1,N/A,N,340,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,1041561,10,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9837165,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.011374,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0048313,LITTLE_QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000782,LITTLE_QUALICUM_RIVER,,,,,,Sub-Legal
224491,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150150101,TRUE,TRUE,,,2023,June,2023-06-27 00:00:00,178,Sport,19,19A,Wain Rock,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 2,N/A,Y,700,legal,legal,Unk,Skagit River,Puget Sound,DNA,Y,,,,,,,,1041559,1,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SKAGIT_RIVER,Skagit River,Puget Sound,0.9999852,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.000012,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000028,SNOHOMISH_RIVER,,,,SNOHOMISH_RIVER,,,,,,Legal
224492,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150150202,TRUE,TRUE,,,2023,June,2023-06-27 00:00:00,178,Sport,19,19A,Whisky Pt.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 2,N/A,N,760,legal,legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,1041559,2,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.9862845,HARRISON_RIVER,Harrison River,Fraser Fall,0.0137059,CAPILANO_RIVER,Capilano River,Fraser Fall,0.0000095,CAPILANO_RIVER,Stave River,Fraser Fall,0.0000001,CAPILANO_RIVER,,,,,,Legal
224493,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150190202,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,18,18B,Arbutus I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 1,N/A,N,400,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,1041559,3,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.8331322,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.1668303,SKAGIT_RIVER,Skagit River,Puget Sound,0.0000335,SKAGIT_RIVER,Nooksack River,Puget Sound,0.0000039,SKAGIT_RIVER,,,,,,Sub-Legal
224494,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150190303,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,18,18B,Arbutus I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 1,N/A,N,620,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1041559,4,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.6802703,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.2676164,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0482552,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0038418,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000164,,,Legal
224495,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150190404,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,18,18B,Arbutus I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 1,N/A,N,650,legal,legal,Unk,Skykomish River,Puget Sound,DNA,,,,,,,,,1041559,5,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.6753353,SKAGIT_RIVER,Skagit River,Puget Sound,0.2651818,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.059482,SNOHOMISH_RIVER,Stillaguamish River,Puget Sound,0.0000005,SNOHOMISH_RIVER,Nooksack River,Puget Sound,0.0000004,,,Legal
224496,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150190808,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,19,19A,Whisky Pt.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 1,N/A,N,760,legal,legal,Unk,Harrison River,Fraser Fall,DNA,,,,,,,,,1041559,6,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Fall,HARRISON_RIVER,Harrison River,Fraser Fall,0.9211222,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.0788676,STAVE_RIVER,Stave River,Fraser Fall,0.0000089,STAVE_RIVER,Capilano River,Fraser Fall,0.0000013,STAVE_RIVER,,,,,,Legal
224497,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150230404,TRUE,TRUE,,,2023,June,2023-06-29 00:00:00,180,Sport,18,18B,Arbutus I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 1,N/A,Y,500,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1041559,7,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.7681368,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.2032419,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0278183,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0007549,SOOS_CREEK,Skagit River,Puget Sound,0.0000481,,,Sub-Legal
224498,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150230808,TRUE,TRUE,,,2023,June,2023-06-29 00:00:00,180,Sport,18,18B,Isabella Pt.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 2,N/A,Y,460,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1041559,8,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9992514,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0003859,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0003306,GREEN_RIVER,Snohomish River,Puget Sound,0.0000291,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000019,,,Sub-Legal
224499,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155020101,TRUE,TRUE,,,2023,July,2023-07-04 00:00:00,185,Sport,18,18B,Arbutus I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 2,N/A,N,310,sub legal,sub legal,Unk,Nanaimo River,ECVI Summer,DNA,,,,,,,,,1041559,9,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Summer,NANAIMO_RIVER_SUMMER,Nanaimo River,ECVI Summer,1,,,,,,,,,,,,,,,,,,,Sub-Legal
224500,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680155020202,TRUE,TRUE,,,2023,July,2023-07-04 00:00:00,185,Sport,18,18B,Arbutus I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 3,N/A,N,300,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9994154,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.00042,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0001532,SKYKOMISH_RIVER,Soos Creek Hatchery,Puget Sound,0.0000089,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000017,,,Sub-Legal
224501,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149210101,TRUE,TRUE,,,2023,May,2023-05-16 00:00:00,136,Sport,19,19C,Oak Bay,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,600,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,1041565,1,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.8923739,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0788388,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0287852,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000011,SNOHOMISH_RIVER,,,0.0000007,,,Legal
224502,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149210202,TRUE,TRUE,,,2023,May,2023-05-16 00:00:00,136,Sport,19,19C,Oak Bay,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,N,610,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1041565,2,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9682043,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0204882,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.009611,GREEN_RIVER,Snohomish River,Puget Sound,0.0016939,GREEN_RIVER,Big Qualicum River,ECVI Fall,0.0000026,,,Legal
224503,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149210303,TRUE,TRUE,,,2023,May,2023-05-16 00:00:00,136,Sport,19,19C,Oak Bay,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,N,830,super legal,legal,Unk,Skykomish River,Puget Sound,DNA,,,,,,,,,1041565,3,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.9942974,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0053101,SKAGIT_RIVER,Skagit River,Puget Sound,0.0003886,SKAGIT_RIVER,Soos Creek Hatchery,Puget Sound,0.0000039,SKAGIT_RIVER,,,,,,Legal
224504,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149210404,TRUE,TRUE,,,2023,May,2023-05-16 00:00:00,136,Sport,19,19C,Oak Bay,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,630,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1041565,4,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9102404,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0786315,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0109829,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.000077,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000676,,,Legal
