Assigning lat-longs to AA/CREST biological sample data,,,,,,,,,,,,,,
issue:  many locations used in logs and by observers are not listed in CREST and so don't have any ability to geo-reference.   The yellow is the proposed work to identify lat-longs for each location used.,,,,,,,,,,,,,,
there were about 780 such location names.   Cursory review identified suitable locations for about 300.   480 location names remain which need some lat-longs.,,,,,,,,,,,,,,
the task is to fill in the 480 blank or #NA rows in columns K-O.   Or at least as many as possible.   Some will not be possible. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,2,4,3,5,6,7,8,9,10,4,11,12,13,
17.Grey Rocks,Grey Rocks,17,17F,2,Grey Rocks,17F,-124.0572204,49.29076147,Grey Rocks,17,17F,-124.0572204,49.29076147,
17.Icarus,Icarus,17,17F,3,#N/A,#N/A,#N/A,#N/A,Icarus Pt.,17,17F,-124.0329276,49.25135877,
17.Icarus Pt.,Icarus Pt.,17,17F,2,Icarus Pt.,17F,-124.0329276,49.25135877,Icarus Pt.,17,17F,-124.0329276,49.25135877,
17.Nanoose,Nanoose,17,17F,2,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Nanoose Bay,Nanoose Bay,17,17F,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Neck Point,Neck Point,17,17F,24,#N/A,#N/A,#N/A,#N/A,Neck Pt.,17,17E,-123.9562758,49.2350192,
17.Neck Pt.,Neck Pt.,17,17F,3,Neck Pt.,17E,-123.9562758,49.2350192,Neck Pt.,17,17E,-123.9562758,49.2350192,
17.Neck Pt./Five Fingers,Neck Pt./Five Fingers,17,17F,14,#N/A,#N/A,#N/A,#N/A,Neck Pt.,17,17E,-123.9562758,49.2350192,
17.Rudder Rocks,Rudder Rocks,17,17F,1,Rudder Rocks,17F,-124.0398339,49.2923091,Rudder Rocks,17,17F,-124.0398339,49.2923091,
17.Schooner Cove,Schooner Cove,17,17F,1,Schooner Cove,17F,-124.1303762,49.28829724,Schooner Cove,17,17F,-124.1303762,49.28829724,
17.Winchelsea,Winchelsea,17,17F,1,#N/A,#N/A,#N/A,#N/A,Winchelsea Is.,17,17F,-124.0840287,49.29801327,
17.Winchelsea I.,Winchelsea I.,17,17F,11,#N/A,#N/A,#N/A,#N/A,Winchelsea Is.,17,17F,-124.0840287,49.29801327,
17.Winchelsea Is.,Winchelsea Is.,17,17F,38,Winchelsea Is.,17F,-124.0840287,49.29801327,Winchelsea Is.,17,17F,-124.0840287,49.29801327,
17.Yoe I.,Yoe I.,17,17F,5,Yoe I.,17F,-124.1285937,49.30267628,Yoe I.,17,17F,-124.1285937,49.30267628,
17.Young Pt.,Young Pt.,17,17H,9,Young Pt.,17H,-124.1160679,49.41895823,Young Pt.,17,17H,-124.1160679,49.41895823,
17.Daresler,Daresler,17,17I,3,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Deep off Waterfall,Deep off Waterfall,17,17I,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.East Gabriola,East Gabriola,17,17I,8,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.ENTRANCE I.,ENTRANCE I.,17,17I,16,Entrance I.,17E,-123.8059113,49.21275341,Entrance I.,17,17E,-123.8059113,49.21275341,
17.Entrance Island,Entrance Island,17,17I,18,#N/A,#N/A,#N/A,#N/A,Entrance I.,17,17E,-123.8059113,49.21275341,
17.Epsom Pt.,Epsom Pt.,17,17I,13,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Five Fingers,Five Fingers,17,17I,7,Five Fingers,17E,-123.9128993,49.23346277,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Flat Top I.,Flat Top I.,17,17I,13,#N/A,#N/A,#N/A,#N/A,Flat Top Is.,17,17I,-123.6779091,49.15610683,
17.Flat Top Is.,Flat Top Is.,17,17I,14,Flat Top Is.,17I,-123.6779091,49.15610683,Flat Top Is.,17,17I,-123.6779091,49.15610683,
17.Flat Top Islands,Flat Top Islands,17,17I,49,#N/A,#N/A,#N/A,#N/A,Flat Top Is.,17,17I,-123.6779091,49.15610683,
17.Grande,Grande,17,17I,178,Grande,17I,-123.7130556,49.16699722,Grande,17,17I,-123.7130556,49.16699722,
17.Grande / Silva Bay,Grande / Silva Bay,17,17I,3,#N/A,#N/A,#N/A,#N/A,Grande,17,17I,-123.7130556,49.16699722,
17.Grande to Waterfall,Grande to Waterfall,17,17I,9,#N/A,#N/A,#N/A,#N/A,Grande,17,17I,-123.7130556,49.16699722,
17.Grande/Thrasher Rock,Grande/Thrasher Rock,17,17I,7,#N/A,#N/A,#N/A,#N/A,Grande,17,17I,-123.7130556,49.16699722,
17.Grande/Waterfall,Grande/Waterfall,17,17I,21,#N/A,#N/A,#N/A,#N/A,Grande,17,17I,-123.7130556,49.16699722,
17.Highway,Highway,17,17I,36,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Offshore Grande,Offshore Grande,17,17I,29,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Offshore Grande to Entrance I.,Offshore Grande to Entrance I.,17,17I,3,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Offshore Thrasher,Offshore Thrasher,17,17I,5,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Shingle Pt.,Shingle Pt.,17,17I,2,Shingle Pt.,17J,-123.6386826,49.03583136,Shingle Pt.,17,17J,-123.6386826,49.03583136,
17.Silva Bay,Silva Bay,17,17I,16,Silva Bay,17I,-123.696785,49.15030316,Silva Bay,17,17I,-123.696785,49.15030316,
17.Thrasher Bell Buoy,Thrasher Bell Buoy,17,17I,1,#N/A,#N/A,#N/A,#N/A,Thrasher Rock,17,17I,-123.6631623,49.14720759,
17.Thrasher Rock,Thrasher Rock,17,17I,492,Thrasher Rock,17I,-123.6631623,49.14720759,Thrasher Rock,17,17I,-123.6631623,49.14720759,
17.Waterfall,Waterfall,17,17I,37,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Whalebone,Whalebone,17,17I,8,Whalebone,17E,-123.7684889,49.18630833,Whalebone,17,17E,-123.7684889,49.18630833,
17.Porlier Pass,Porlier Pass,17,17J,63,Porlier Pass,17J,-123.5847963,49.01353163,Porlier Pass,17,17J,-123.5847963,49.01353163,
17.Race Pt.,Race Pt.,17,17J,3,Race Pt.,17J,-123.5799266,49.01473836,Race Pt.,17,17J,-123.5799266,49.01473836,
17.Valdes I.,Valdes I.,17,17J,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.West side Valdes I.,West side Valdes I.,17,17J,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Booth Bay,Booth Bay,17,17K,8,Booth Bay,17K,-123.5619453,48.8687861,Booth Bay,17,17K,-123.5619453,48.8687861,
17.Kuper I.,Kuper I.,17,17K,2,Kuper I.,17K,-123.6262952,48.95839821,Kuper I.,17,17K,-123.6262952,48.95839821,
17.Tent I.,Tent I.,17,17K,13,Tent I.,17K,-123.622756,48.92575856,Tent I.,17,17K,-123.622756,48.92575856,
17.Tent Island,Tent Island,17,17K,1,#N/A,#N/A,#N/A,#N/A,Tent I.,17,17K,-123.622756,48.92575856,
17.Walker Rock,Walker Rock,17,17K,1,Walker Rock,17K,-123.5003575,48.93605791,Walker Rock,17,17K,-123.5003575,48.93605791,
18.Arbutus Pt.,Arbutus Pt.,18,18A,1,Arbutus Pt.,18A,-123.584271,48.82356965,Arbutus Pt.,18,18A,-123.584271,48.82356965,
18.Bird's Eye Rock,Bird's Eye Rock,18,18A,1,Bird's Eye Rock,18A,-123.6008265,48.7955463,Bird's Eye Rock,18,18A,-123.6008265,48.7955463,
18.Bold Bluff Pt.,Bold Bluff Pt.,18,18A,2,Bold Bluff Pt.,18A,-123.5553668,48.7876808,Bold Bluff Pt.,18,18A,-123.5553668,48.7876808,
18.Cape Kepple,Cape Kepple,18,18A,25,Cape Kepple,18A,-123.4908493,48.71312537,Cape Kepple,18,18A,-123.4908493,48.71312537,
18.Moses Point,Moses Point,18,18A,25,Moses Point,18A,-123.482753,48.696638,Moses Point,18,18A,-123.482753,48.696638,
18.Moses Pt.,Moses Pt.,18,18A,22,#N/A,#N/A,#N/A,#N/A,Moses Point,18,18A,-123.482753,48.696638,
18.Nain Dock,Nain Dock,18,18A,1,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Sansum Narrows,Sansum Narrows,18,18A,27,Sansum Narrows,18A,-123.5546939,48.79521149,Sansum Narrows,18,18A,-123.5546939,48.79521149,
18.Satellite Channel,Satellite Channel,18,18A,9,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Unnamed10,Unnamed10,18,18A,3,Unnamed10,18A,-123.5627981,48.77227905,Unnamed10,18,18A,-123.5627981,48.77227905,
18.Unnamed8,Unnamed8,18,18A,1,Unnamed8,18A,-123.5479141,48.73973928,Unnamed8,18,18A,-123.5479141,48.73973928,
18.Wain Rock,Wain Rock,18,18A,1,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Arbutus I.,Arbutus I.,18,18B,192,Arbutus I.,18B,-123.4351837,48.70337357,Arbutus I.,18,18B,-123.4351837,48.70337357,
18.Arbutus Island,Arbutus Island,18,18B,16,#N/A,#N/A,#N/A,#N/A,Arbutus I.,18,18B,-123.4351837,48.70337357,
18.Cape Kepple,Cape Kepple,18,18B,4,Cape Kepple,18A,-123.4908493,48.71312537,Cape Kepple,18,18A,-123.4908493,48.71312537,
18.Chads I.,Chads I.,18,18B,1,Chads I.,18B,-123.3765371,48.73858096,Chads I.,18,18B,-123.3765371,48.73858096,
18.Coal I.,Coal I.,18,18B,94,Coal I.,18B,-123.370876,48.69080521,Coal I.,18,18B,-123.370876,48.69080521,
18.Coal Island,Coal Island,18,18B,9,#N/A,#N/A,#N/A,#N/A,Coal I.,18,18B,-123.370876,48.69080521,
18.Fairfax Pt.,Fairfax Pt.,18,18B,59,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Imrie I.,Imrie I.,18,18B,1,Imrie I.,18B,-123.3315271,48.69606385,Imrie I.,18,18B,-123.3315271,48.69606385,
18.Indian Point,Indian Point,18,18B,1,Indian Point,18B,-123.4063983,48.7082379,Indian Point,18,18B,-123.4063983,48.7082379,
18.Isabella I.,Isabella I.,18,18B,3,#N/A,#N/A,#N/A,#N/A,Isabella Pt.,18,18B,-123.4246064,48.73400689,
18.Isabella Pt.,Isabella Pt.,18,18B,4,Isabella Pt.,18B,-123.4246064,48.73400689,Isabella Pt.,18,18B,-123.4246064,48.73400689,
18.MORESBY I.,MORESBY I.,18,18B,49,Moresby I.,18B,-123.3107713,48.71485331,Moresby I.,18,18B,-123.3107713,48.71485331,
18.Moresby Pass,Moresby Pass,18,18B,17,Moresby Pass,18B,-123.3483492,48.72547711,Moresby Pass,18,18B,-123.3483492,48.72547711,
18.Moses Pt.,Moses Pt.,18,18B,24,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Pelorus Pt.,Pelorus Pt.,18,18B,20,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Pender Bluff,Pender Bluff,18,18B,4,#N/A,#N/A,#N/A,#N/A,Pender Bluffs,18,18D,-123.26925,48.738925,
18.Pender Bluffs,Pender Bluffs,18,18B,50,Pender Bluffs,18D,-123.26925,48.738925,Pender Bluffs,18,18D,-123.26925,48.738925,
18.Pender I.,Pender I.,18,18B,3,#N/A,#N/A,#N/A,#N/A,Pender Bluffs,18,18D,-123.26925,48.738925,
18.Pender Island,Pender Island,18,18B,4,#N/A,#N/A,#N/A,#N/A,Pender Bluffs,18,18D,-123.26925,48.738925,
18.Pt. Fairfax,Pt. Fairfax,18,18B,147,Pt. Fairfax,18B,-123.2963403,48.69935595,Pt. Fairfax,18,18B,-123.2963403,48.69935595,
18.Satellite Ch.,Satellite Ch.,18,18B,30,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,,,
18.Satellite Chan.,Satellite Chan.,18,18B,77,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,,,
18.Satellite Channel,Satellite Channel,18,18B,45,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,,,
18.Shute Pass,Shute Pass,18,18B,2,Shute Pass,18B,-123.3912035,48.71190788,Shute Pass,18,18B,-123.3912035,48.71190788,
18.Shute Pass.,Shute Pass.,18,18B,2,#N/A,#N/A,#N/A,#N/A,Shute Pass,18,18B,-123.3912035,48.71190788,
18.Shute Reef,Shute Reef,18,18B,13,Shute Reef,18B,-123.4294284,48.71061671,Shute Reef,18,18B,-123.4294284,48.71061671,
18.Sunkist House,Sunkist House,18,18B,1,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Swanson Chan.,Swanson Chan.,18,18B,6,Swanson Chan.,18B,-123.2970905,48.74443238,Swanson Chan.,18,18B,-123.2970905,48.74443238,
18.Tellipoint,Tellipoint,18,18B,1,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,-,-,
18.Bedwell Harbour,Bedwell Harbour,18,18D,3,Bedwell Harbour,18D,-123.2557708,48.75394098,Bedwell Harbour,18,18D,-123.2557708,48.75394098,
18.Cabbage I.,Cabbage I.,18,18D,7,Cabbage I.,18D,-123.0893033,48.80439614,Cabbage I.,18,18D,-123.0893033,48.80439614,
18.Pender Bluff,Pender Bluff,18,18D,2,#N/A,#N/A,#N/A,#N/A,Pender Bluffs,18,18D,-123.26925,48.738925,
18.Pender Bluffs,Pender Bluffs,18,18D,35,Pender Bluffs,18D,-123.26925,48.738925,Pender Bluffs,18,18D,-123.26925,48.738925,
18.Tilly Pt.,Tilly Pt.,18,18D,8,Tilly Pt.,18D,-123.2064558,48.73060325,Tilly Pt.,18,18D,-123.2064558,48.73060325,
18.Tumbo I.,Tumbo I.,18,18D,6,Tumbo I.,18D,-123.0592744,48.79888615,Tumbo I.,18,18D,-123.0592744,48.79888615,
18.Tumbo Island,Tumbo Island,18,18D,2,#N/A,#N/A,#N/A,#N/A,Tumbo I.,18,18D,-123.0592744,48.79888615,
18.Wallace Pt.,Wallace Pt.,18,18D,1,Wallace Pt.,18D,-123.2298538,48.73534962,Wallace Pt.,18,18D,-123.2298538,48.73534962,
18.Active Pass,Active Pass,18,18E,5,Active Pass,18E,-123.3107981,48.87670704,Active Pass,18,18E,-123.3107981,48.87670704,
18.Helen Pt.,Helen Pt.,18,18E,1,Helen Pt.,18E,-123.3463524,48.85880776,Helen Pt.,18,18E,-123.3463524,48.85880776,
18.Lizard I.,Lizard I.,18,18E,2,Lizard I.,18E,-123.2230457,48.81657671,Lizard I.,18,18E,-123.2230457,48.81657671,
19.Coal Pt.,Coal Pt.,19,19A,14,Coal Pt.,19A,-123.491013,48.67727937,Coal Pt.,19,19A,-123.491013,48.67727937,
19.Coles Bay,Coles Bay,19,19A,2,Coles Bay,19A,-123.4721464,48.62582935,Coles Bay,19,19A,-123.4721464,48.62582935,
19.Deep Cove,Deep Cove,19,19A,70,Deep Cove,19A,-123.4790973,48.68569583,Deep Cove,19,19A,-123.4790973,48.68569583,
19.Ferry Slip,Ferry Slip,19,19A,1,Ferry Slip,19A,-123.5154403,48.61384747,Ferry Slip,19,19A,-123.5154403,48.61384747,
19.Mcphail Pt.,Mcphail Pt.,19,19A,2,Mcphail Pt.,19A,-123.5154403,48.61384747,Mcphail Pt.,19,19A,-123.5154403,48.61384747,
19.Moses Pt.,Moses Pt.,19,19A,7,Moses Pt.,19A,-123.4860481,48.68885164,Moses Pt.,19,19A,-123.4860481,48.68885164,
19.Patricia Bay,Patricia Bay,19,19A,5,Patricia Bay,19A,-123.4570531,48.65675833,Patricia Bay,19,19A,-123.4570531,48.65675833,
19.Saanich Inlet,Saanich Inlet,19,19A,1,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Wain Rk,Wain Rk,19,19A,10,#N/A,#N/A,#N/A,#N/A,Wain Rock,19,19A,-123.4914102,48.68714227,
19.Wain Rock,Wain Rock,19,19A,273,Wain Rock,19A,-123.4914102,48.68714227,Wain Rock,19,19A,-123.4914102,48.68714227,
19.Whisky Pt.,Whisky Pt.,19,19A,5,Whisky Pt.,19A,-123.5348733,48.65724254,Whisky Pt.,19,19A,-123.5348733,48.65724254,
19.Bazan Bay,Bazan Bay,19,19B,1,Bazan Bay,19B,-123.3989472,48.62904378,Bazan Bay,19,19B,-123.3989472,48.62904378,
19.Coal I.,Coal I.,19,19B,7,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Coal Island,Coal Island,19,19B,7,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Cordova Channel,Cordova Channel,19,19B,1,Cordova Channel,19B,-123.3619125,48.59274407,Cordova Channel,19,19B,-123.3619125,48.59274407,
19.Cordova Spit,Cordova Spit,19,19B,17,Cordova Spit,19B,-123.3708493,48.59972581,Cordova Spit,19,19B,-123.3708493,48.59972581,
19.Gooch I.,Gooch I.,19,19B,3,Gooch I.,19B,-123.2907123,48.66062859,Gooch I.,19,19B,-123.2907123,48.66062859,
19.Halibut I.,Halibut I.,19,19B,2,Halibut I.,19B,-123.2695287,48.62136391,Halibut I.,19,19B,-123.2695287,48.62136391,
19.Hamley,Hamley,19,19B,9,#N/A,#N/A,#N/A,#N/A,Hamley Pt.,19,19B,-123.265792,48.60196503,
19.Hamley Pt.,Hamley Pt.,19,19B,113,Hamley Pt.,19B,-123.265792,48.60196503,Hamley Pt.,19,19B,-123.265792,48.60196503,
19.James I.,James I.,19,19B,61,James I.,19B,-123.343928,48.60883084,James I.,19,19B,-123.343928,48.60883084,
19.James I./Powder Wharf,James I./Powder Wharf,19,19B,4,#N/A,#N/A,#N/A,#N/A,James Island,19,19B,-123.3448332,48.60894548,
19.James Island,James Island,19,19B,21,James Island,19B,-123.3448332,48.60894548,James Island,19,19B,-123.3448332,48.60894548,
19.Ker I.,Ker I.,19,19B,1,Ker I.,19B,-123.3690386,48.6676874,Ker I.,19,19B,-123.3690386,48.6676874,
19.Mandarte,Mandarte,19,19B,5,#N/A,#N/A,#N/A,#N/A,Mandarte I.,19,19B,-123.2850854,48.63529652,
19.Mandarte I.,Mandarte I.,19,19B,8,Mandarte I.,19B,-123.2850854,48.63529652,Mandarte I.,19,19B,-123.2850854,48.63529652,
19.Powder Wharf,Powder Wharf,19,19B,24,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Red Can,Red Can,19,19B,9,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Saanich Spit,Saanich Spit,19,19B,2,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Saanichton Bay,Saanichton Bay,19,19B,6,Saanichton Bay,19B,-123.3810769,48.59885812,Saanichton Bay,19,19B,-123.3810769,48.59885812,
19.Saanichton Spit,Saanichton Spit,19,19B,20,#N/A,#N/A,#N/A,#N/A,Saanichton Bay,19,19B,-123.3810769,48.59885812,
19.Sidney,Sidney,19,19B,3,Sidney,19B,-123.3870314,48.64944458,Sidney,19,19B,-123.3870314,48.64944458,
19.Sidney Chan.,Sidney Chan.,19,19B,69,Sidney Chan.,19B,-123.3251722,48.60512611,Sidney Chan.,19,19B,-123.3251722,48.60512611,
19.Sidney Channel,Sidney Channel,19,19B,31,#N/A,#N/A,#N/A,#N/A,Sidney Chan.,19,19B,-123.3251722,48.60512611,
19.Sidney I.,Sidney I.,19,19B,5,Sidney I.,19B,-123.3025323,48.62171852,Sidney I.,19,19B,-123.3025323,48.62171852,
19.Sidney Island,Sidney Island,19,19B,1,#N/A,#N/A,#N/A,#N/A,Sidney I.,19,19B,-123.3025323,48.62171852,
19.Sidney Spit,Sidney Spit,19,19B,105,Sidney Spit,19B,-123.3474777,48.65437901,Sidney Spit,19,19B,-123.3474777,48.65437901,
19.South James I.,South James I.,19,19B,1,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Ten Mile Pt.,Ten Mile Pt.,19,19B,4,Ten Mile Pt.,19B,-123.2645036,48.45576417,Ten Mile Pt.,19,19B,-123.2645036,48.45576417,
19.Wymen Pt.,Wymen Pt.,19,19B,1,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Wymond Pt.,Wymond Pt.,19,19B,4,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.Cadboro Point,Cadboro Point,19,19C,1,Cadboro Point,19C,-123.2636166,48.44952673,Cadboro Point,19,19C,-123.2636166,48.44952673,
19.Discovery Bank,Discovery Bank,19,19C,2,Discovery Bank,19C,-123.1959574,48.38431426,Discovery Bank,19,19C,-123.1959574,48.38431426,
19.Discovery I.,Discovery I.,19,19C,2,Discovery I.,19C,-123.2335857,48.41934012,Discovery I.,19,19C,-123.2335857,48.41934012,
19.Gap,Gap,19,19C,3,#N/A,#N/A,#N/A,#N/A,"Gap, The",19,19C,-123.2543666,48.42895457,
"19.Gap, The","Gap, The",19,19C,19,"Gap, The",19C,-123.2543666,48.42895457,"Gap, The",19,19C,-123.2543666,48.42895457,
19.Gonzales Pt.,Gonzales Pt.,19,19C,6,Gonzales Pt.,19C,-123.2913666,48.41187501,Gonzales Pt.,19,19C,-123.2913666,48.41187501,
19.Oak Bay,Oak Bay,19,19C,5,Oak Bay,19C,-123.2987159,48.43460432,Oak Bay,19,19C,-123.2987159,48.43460432,
19.Oak Bay Flats,Oak Bay Flats,19,19C,1,#N/A,#N/A,#N/A,#N/A,Oak Bay,19,19C,-123.2987159,48.43460432,
19.The Flats,The Flats,19,19C,174,The Flats,19C,-123.2813563,48.41693622,The Flats,19,19C,-123.2813563,48.41693622,
19.Albert Head,Albert Head,19,19D,24,Albert Head,19D,-123.4739843,48.38315535,Albert Head,19,19D,-123.4739843,48.38315535,
19.Breakwater,Breakwater,19,19D,27,Breakwater,19D,-123.4670006,48.42648478,Breakwater,19,19D,-123.4670006,48.42648478,
19.Brotchie Ledge,Brotchie Ledge,19,19D,40,Brotchie Ledge,19D,-123.3825614,48.40852342,Brotchie Ledge,19,19D,-123.3825614,48.40852342,
19.Brothers Island,Brothers Island,19,19D,1,Brothers Island,19D,-123.4333519,48.42394945,Brothers Island,19,19D,-123.4333519,48.42394945,
19.Clover Point,Clover Point,19,19D,12,Clover Point,19D,-123.348007,48.40251042,Clover Point,19,19D,-123.348007,48.40251042,
19.Cole I.,Cole I.,19,19D,1,Cole I.,19D,-123.4492239,48.45225345,Cole I.,19,19D,-123.4492239,48.45225345,
19.Constance Bank,Constance Bank,19,19D,224,Constance Bank,19D,-123.3558964,48.34761867,Constance Bank,19,19D,-123.3558964,48.34761867,
19.Constance US Bank,Constance US Bank,19,19D,1,Constance US Bank,19D,-123.3100444,48.28558529,Constance US Bank,19,19D,-123.3100444,48.28558529,
19.Esquimalt Harbour,Esquimalt Harbour,19,19D,8,Esquimalt Harbour,19D,-123.4428751,48.43768098,Esquimalt Harbour,19,19D,-123.4428751,48.43768098,
19.Esquimalt Lagoon,Esquimalt Lagoon,19,19D,2,Esquimalt Lagoon,19D,-123.4670006,48.42648478,Esquimalt Lagoon,19,19D,-123.4670006,48.42648478,
19.Fisgard I.,Fisgard I.,19,19D,3,Fisgard I.,19D,-123.4463669,48.4277524,Fisgard I.,19,19D,-123.4463669,48.4277524,
19.Fisgard Light,Fisgard Light,19,19D,2,#N/A,#N/A,#N/A,#N/A,Fisgard I.,19,19D,-123.4463669,48.4277524,
19.Flagpole,Flagpole,19,19D,15,Flagpole,19D,-123.3657468,48.40580088,Flagpole,19,19D,-123.3657468,48.40580088,
19.Macaulay Point,Macaulay Point,19,19D,82,Macaulay Point,19D,-123.4159602,48.41464598,Macaulay Point,19,19D,-123.4159602,48.41464598,
19.Macaulay Pt.,Macaulay Pt.,19,19D,17,#N/A,#N/A,#N/A,#N/A,Macaulay Point,19,19D,-123.4159602,48.41464598,
19.Ogden Pt.,Ogden Pt.,19,19D,181,Ogden Pt.,19D,-123.3934747,48.41246748,Ogden Pt.,19,19D,-123.3934747,48.41246748,
19.Pilot Buoy,Pilot Buoy,19,19D,2,Pilot Buoy,19D,-123.335492,48.36713308,Pilot Buoy,19,19D,-123.335492,48.36713308,
19.Saxe Pt.,Saxe Pt.,19,19D,12,Saxe Pt.,19D,-123.4244635,48.42394945,Saxe Pt.,19,19D,-123.4244635,48.42394945,
19.Trial I.,Trial I.,19,19D,7,Trial I.,19D,-123.3113872,48.39542256,Trial I.,19,19D,-123.3113872,48.39542256,
19.V-21 Buoy,V-21 Buoy,19,19D,8,#N/A,#N/A,#N/A,#N/A,#N/A,19,#N/A,-,-,
19.VICTORIA HARBOUR,VICTORIA HARBOUR,19,19D,8,Victoria Harbour,19D,-123.3930369,48.42225915,Victoria Harbour,19,19D,-123.3930369,48.42225915,
19.Victoria Waterfront,Victoria Waterfront,19,19D,13,#N/A,#N/A,#N/A,#N/A,Victoria Harbour,19,19D,-123.3930369,48.42225915,
19.Waterfront,Waterfront,19,19D,3,#N/A,#N/A,#N/A,#N/A,Victoria Harbour,19,19D,-123.3930369,48.42225915,
19.17 Fathom Shoal,17 Fathom Shoal,19,19E,1,17 Fathom Shoal,19E,-123.505897,48.298954,17 Fathom Shoal,19,19E,-123.505897,48.298954,
19.Parry Bay,Parry Bay,19,19E,3,Parry Bay,19E,-123.5184259,48.36412094,Parry Bay,19,19E,-123.5184259,48.36412094,
19.Race Rocks Mid-Channel,Race Rocks Mid-Channel,19,19E,1,Race Rocks Mid-Channel,19E,-123.4907391,48.24179611,Race Rocks Mid-Channel,19,19E,-123.4907391,48.24179611,
19.William Head,William Head,19,19E,18,William Head,19E,-123.5231875,48.34380969,William Head,19,19E,-123.5231875,48.34380969,
20.Bell Buoy / Can Buoy,Bell Buoy / Can Buoy,20,20A,14,Bell Buoy / Can Buoy,20A,-124.4739669,48.52860313,Bell Buoy / Can Buoy,20,20A,-124.4739669,48.52860313,
20.Bell Buoy / Can Buoy - 1 nm offshore,Bell Buoy / Can Buoy - 1 nm offshore,20,20A,1,#N/A,#N/A,#N/A,#N/A,Bell Buoy / Can Buoy - 1 nm offshore,20,20A,-124.472,48.53185,
20.Camper,Camper,20,20A,865,Camper,20A,-124.551042,48.55419341,Camper,20,20A,-124.551042,48.55419341,
20.Camper - 1 nm offshore,Camper - 1 nm offshore,20,20A,194,#N/A,#N/A,#N/A,#N/A,Camper - 1 nm offshore,20,20A,-124.5576,48.5389,
20.Camper - 2 nm offshore,Camper - 2 nm offshore,20,20A,1,#N/A,#N/A,#N/A,#N/A,Camper - 2 nm offshore,20,20A,-124.56537,48.522156,
20.Cullite,Cullite,20,20A,83,Cullite,20A,-124.6161888,48.56820162,Cullite,20,20A,-124.6161888,48.56820162,
20.Cullite - 1 nm offshore,Cullite - 1 nm offshore,20,20A,17,#N/A,#N/A,#N/A,#N/A,Cullite - 1 nm offshore,20,20A,-124.626361,48.55186,
20.Logan,Logan,20,20A,281,Logan,20A,-124.6372927,48.57002849,Logan,20,20A,-124.6372927,48.57002849,
20.Logan - 1 nm offshore,Logan - 1 nm offshore,20,20A,86,#N/A,#N/A,#N/A,#N/A,Logan - 1 nm offshore,20,20A,-124.643748,48.553949,
20.Logan - 1 nm offshore (901),Logan - 1 nm offshore (901),20,20A,12,#N/A,#N/A,#N/A,#N/A,Logan - 1 nm offshore,20,20A,-124.643748,48.553949,
20.Logan - 3 nm offshore,Logan - 3 nm offshore,20,20A,1,#N/A,#N/A,#N/A,#N/A,Logan - 3 nm offshore,20,20A,-124.656445,48.521714,
